timestamp,visitorid,event,itemid,transactionid
1.43E+12,1161163,transaction,119736,12992
1.43E+12,1161163,transaction,119736,1353
1.43E+12,76757,transaction,119736,3227
1.44E+12,548772,transaction,119736,6100
1.44E+12,684514,transaction,119736,4052
1.44E+12,548772,transaction,119736,15985
1.44E+12,530559,transaction,119736,2811
1.44E+12,1075423,transaction,119736,8786
1.44E+12,996879,transaction,119736,13206
1.44E+12,996879,transaction,119736,2631
1.44E+12,530559,transaction,119736,15422
1.44E+12,152963,transaction,119736,14575
1.44E+12,1146790,transaction,119736,2769
1.44E+12,705542,transaction,119736,15368
1.44E+12,705542,transaction,119736,11660
1.44E+12,1385073,transaction,119736,11984
1.44E+12,152963,transaction,119736,9410
1.44E+12,1385073,transaction,119736,758
1.44E+12,686012,transaction,119736,5835
1.44E+12,686012,transaction,119736,596
1.44E+12,797409,transaction,119736,14038
1.44E+12,530559,transaction,119736,4584
1.44E+12,152963,transaction,119736,15232
1.44E+12,152963,transaction,119736,15986
1.44E+12,152963,transaction,119736,7414
1.44E+12,152963,transaction,119736,10325
1.44E+12,152963,transaction,119736,16010
1.44E+12,152963,transaction,119736,7145
1.44E+12,152963,transaction,119736,16567
1.44E+12,152963,transaction,119736,6450
1.44E+12,152963,transaction,119736,8870
1.44E+12,569539,transaction,119736,4067
1.44E+12,152963,transaction,119736,16269
1.44E+12,645525,transaction,119736,13509
1.44E+12,645525,transaction,119736,15196
1.44E+12,530559,transaction,119736,8787
1.44E+12,569539,transaction,119736,113
1.44E+12,530559,transaction,119736,10140
1.44E+12,645525,transaction,119736,5030
1.44E+12,152963,transaction,119736,13782
1.44E+12,198270,transaction,119736,15895
1.44E+12,198270,transaction,119736,16523
1.44E+12,152963,transaction,119736,3481
1.43E+12,389532,transaction,119736,16071
1.43E+12,379932,transaction,119736,12872
1.43E+12,53842,transaction,119736,9414
1.43E+12,76757,transaction,119736,14692
1.43E+12,138131,transaction,119736,14006
1.43E+12,829289,transaction,119736,9895
1.43E+12,76757,transaction,119736,542
1.43E+12,750601,transaction,119736,15874
1.43E+12,1143383,transaction,119736,11527
1.43E+12,789793,transaction,119736,8251
1.43E+12,1341202,transaction,119736,15734
1.44E+12,248679,transaction,119736,13881
1.44E+12,547506,transaction,119736,15061
1.44E+12,684514,transaction,119736,12655
1.44E+12,1255456,transaction,119736,10911
1.44E+12,371606,transaction,119736,17358
1.44E+12,705542,transaction,119736,5519
1.44E+12,1150086,transaction,119736,752
1.44E+12,952246,transaction,119736,6806
1.44E+12,705542,transaction,119736,196
1.44E+12,705542,transaction,119736,278
1.44E+12,757355,transaction,119736,2232
1.44E+12,952246,transaction,119736,15209
1.44E+12,863219,transaction,119736,7920
1.44E+12,530559,transaction,119736,6646
1.44E+12,974226,transaction,119736,944
1.44E+12,890980,transaction,119736,6378
1.44E+12,890980,transaction,119736,6633
1.44E+12,530559,transaction,119736,14401
1.44E+12,530559,transaction,119736,14694
1.44E+12,757355,transaction,119736,14091
1.44E+12,890980,transaction,119736,7319
1.44E+12,635351,transaction,119736,8611
1.44E+12,635351,transaction,119736,8611
1.44E+12,890980,transaction,119736,12454
1.44E+12,175801,transaction,119736,15583
1.44E+12,530559,transaction,119736,1959
1.44E+12,1297062,transaction,119736,419
1.44E+12,861299,transaction,119736,16336
1.44E+12,1171920,transaction,213834,2047
1.44E+12,1070029,transaction,213834,3105
1.44E+12,1081220,transaction,213834,5439
1.44E+12,927183,transaction,213834,14865
1.44E+12,173863,transaction,213834,1822
1.44E+12,1203367,transaction,213834,8160
1.44E+12,765900,transaction,213834,7132
1.44E+12,861299,transaction,213834,4114
1.44E+12,530559,transaction,213834,4932
1.44E+12,1137950,transaction,213834,2738
1.44E+12,530559,transaction,213834,14489
1.44E+12,155086,transaction,213834,12720
1.44E+12,870843,transaction,213834,17381
1.44E+12,120699,transaction,213834,15602
1.44E+12,831928,transaction,213834,28
1.44E+12,857716,transaction,213834,9048
1.44E+12,347686,transaction,213834,5368
1.44E+12,554737,transaction,213834,705
1.44E+12,741744,transaction,213834,2996
1.44E+12,523663,transaction,213834,12168
1.44E+12,320626,transaction,213834,13903
1.44E+12,419475,transaction,213834,17238
1.44E+12,1100892,transaction,213834,11632
1.44E+12,727357,transaction,213834,891
1.44E+12,328322,transaction,213834,17643
1.44E+12,895999,transaction,213834,3079
1.44E+12,1059363,transaction,213834,9882
1.44E+12,1245381,transaction,213834,13626
1.44E+12,334469,transaction,213834,9307
1.44E+12,1265288,transaction,213834,3600
1.44E+12,1194261,transaction,213834,5973
1.44E+12,799861,transaction,213834,14870
1.44E+12,469022,transaction,213834,1540
1.44E+12,1336835,transaction,213834,16993
1.44E+12,1073658,transaction,213834,5465
1.44E+12,865376,transaction,213834,9942
1.44E+12,414189,transaction,213834,4992
1.44E+12,171376,transaction,213834,14234
1.44E+12,971454,transaction,213834,7906
1.44E+12,153118,transaction,213834,16618
1.44E+12,79743,transaction,213834,12489
1.44E+12,902662,transaction,213834,11505
1.44E+12,1150086,transaction,213834,4431
1.44E+12,904909,transaction,213834,15889
1.44E+12,169486,transaction,213834,8340
1.44E+12,672785,transaction,213834,3660
1.44E+12,757355,transaction,213834,8996
1.44E+12,1061238,transaction,213834,1737
1.44E+12,757355,transaction,213834,487
1.44E+12,67015,transaction,213834,11104
1.44E+12,401323,transaction,213834,17259
1.44E+12,792658,transaction,213834,4306
1.44E+12,1035750,transaction,213834,14622
1.44E+12,530559,transaction,213834,13552
1.44E+12,225852,transaction,213834,15504
1.44E+12,890980,transaction,213834,76
1.44E+12,541997,transaction,213834,13723
1.44E+12,191886,transaction,213834,17070
1.44E+12,890980,transaction,213834,10995
1.44E+12,952246,transaction,213834,7013
1.44E+12,890980,transaction,213834,1054
1.44E+12,1228172,transaction,213834,15516
1.44E+12,250139,transaction,213834,2088
1.44E+12,962131,transaction,213834,5899
1.44E+12,371606,transaction,213834,10965
1.44E+12,934208,transaction,213834,1824
1.44E+12,530559,transaction,213834,12671
1.44E+12,582933,transaction,213834,12008
1.44E+12,1376763,transaction,213834,14396
1.44E+12,890980,transaction,213834,15003
1.44E+12,147248,transaction,213834,15397
1.44E+12,890980,transaction,213834,6095
1.44E+12,412781,transaction,213834,8566
1.44E+12,732102,transaction,213834,15840
1.44E+12,1266599,transaction,213834,11405
1.44E+12,628240,transaction,213834,16684
1.44E+12,1297062,transaction,213834,759
1.44E+12,231047,transaction,213834,8271
1.44E+12,233297,transaction,213834,6693
1.44E+12,530559,transaction,213834,4041
1.44E+12,717862,transaction,213834,1973
1.44E+12,1144503,transaction,213834,8404
1.44E+12,742698,transaction,213834,9836
1.44E+12,797729,transaction,213834,2809
1.44E+12,1392423,transaction,213834,16193
1.44E+12,861299,transaction,213834,9638
1.44E+12,89783,transaction,213834,17491
1.44E+12,1283301,transaction,213834,11429
1.44E+12,1293358,transaction,213834,14284
1.44E+12,165843,transaction,213834,1703
1.44E+12,1150086,transaction,213834,3673
1.44E+12,861299,transaction,213834,4368
1.43E+12,1003058,transaction,312728,15426
1.43E+12,633063,transaction,312728,9453
1.43E+12,888739,transaction,312728,11005
1.43E+12,277968,transaction,312728,1436
1.43E+12,198153,transaction,312728,11773
1.43E+12,1075090,transaction,312728,13362
1.43E+12,1385901,transaction,312728,24
1.44E+12,1134975,transaction,312728,15069
1.44E+12,1003058,transaction,312728,13160
1.44E+12,865638,transaction,312728,12937
1.44E+12,416496,transaction,312728,3760
1.44E+12,605095,transaction,312728,7363
1.44E+12,962056,transaction,312728,9803
1.44E+12,562813,transaction,312728,5003
1.44E+12,261694,transaction,312728,4205
1.44E+12,303381,transaction,312728,16761
1.44E+12,1041707,transaction,312728,4260
1.44E+12,1316765,transaction,312728,12996
1.44E+12,1244998,transaction,312728,5204
1.44E+12,1172087,transaction,312728,11553
1.44E+12,1172087,transaction,312728,4751
1.44E+12,1172087,transaction,312728,4474
1.44E+12,1299406,transaction,312728,16415
1.44E+12,715841,transaction,312728,13000
1.44E+12,1172087,transaction,312728,10661
1.44E+12,1172087,transaction,312728,9159
1.44E+12,427622,transaction,312728,6596
1.44E+12,383786,transaction,312728,3266
1.44E+12,724618,transaction,312728,12681
1.44E+12,1122870,transaction,312728,17251
1.43E+12,40802,transaction,312728,15276
1.43E+12,630705,transaction,312728,10304
1.43E+12,410594,transaction,312728,2604
1.43E+12,494791,transaction,312728,3740
1.43E+12,1314472,transaction,312728,10907
1.44E+12,680669,transaction,312728,497
1.44E+12,1403769,transaction,312728,16912
1.44E+12,1134975,transaction,312728,7869
1.44E+12,1403769,transaction,312728,5032
1.44E+12,63351,transaction,312728,7322
1.44E+12,1112178,transaction,312728,14946
1.44E+12,663166,transaction,312728,5705
1.44E+12,416496,transaction,312728,11839
1.44E+12,1003058,transaction,312728,7727
1.44E+12,1115446,transaction,312728,11155
1.44E+12,1051054,transaction,312728,17579
1.43E+12,319880,transaction,7943,11615
1.43E+12,1166817,transaction,7943,17559
1.43E+12,634120,transaction,7943,10507
1.43E+12,823143,transaction,7943,15980
1.43E+12,767419,transaction,7943,3275
1.43E+12,1065255,transaction,7943,16318
1.43E+12,225865,transaction,7943,6513
1.44E+12,605832,transaction,7943,5551
1.44E+12,843382,transaction,7943,3656
1.44E+12,1075423,transaction,7943,777
1.44E+12,1150086,transaction,7943,9628
1.44E+12,801026,transaction,7943,11448
1.44E+12,294706,transaction,7943,15324
1.44E+12,706050,transaction,7943,4400
1.44E+12,238781,transaction,7943,488
1.44E+12,178281,transaction,7943,7882
1.44E+12,727576,transaction,7943,3972
1.44E+12,1054695,transaction,7943,17086
1.44E+12,466583,transaction,7943,15395
1.44E+12,148244,transaction,7943,9052
1.44E+12,7633,transaction,7943,6623
1.44E+12,1199182,transaction,7943,8622
1.43E+12,1262351,transaction,7943,6171
1.43E+12,403374,transaction,7943,13644
1.43E+12,379932,transaction,7943,14858
1.43E+12,327493,transaction,7943,612
1.43E+12,6190,transaction,7943,11520
1.43E+12,1149894,transaction,7943,4515
1.43E+12,1227768,transaction,7943,15161
1.43E+12,1252924,transaction,7943,13129
1.43E+12,195534,transaction,7943,10398
1.43E+12,227091,transaction,7943,11040
1.43E+12,650747,transaction,7943,1032
1.43E+12,368807,transaction,7943,10470
1.43E+12,278097,transaction,7943,5315
1.43E+12,156453,transaction,7943,9584
1.43E+12,1372125,transaction,7943,8275
1.43E+12,933696,transaction,7943,6972
1.43E+12,1264468,transaction,7943,2308
1.43E+12,645326,transaction,7943,15944
1.44E+12,1405831,transaction,7943,13912
1.44E+12,1173192,transaction,7943,6530
1.44E+12,1274293,transaction,7943,12298
1.44E+12,1032211,transaction,7943,5182
1.44E+12,705542,transaction,7943,4118
1.44E+12,629346,transaction,7943,10569
1.44E+12,1203367,transaction,445351,8160
1.44E+12,765900,transaction,445351,7132
1.44E+12,741744,transaction,445351,2996
1.44E+12,328322,transaction,445351,17643
1.43E+12,696393,transaction,445351,6721
1.43E+12,227091,transaction,445351,12003
1.44E+12,904909,transaction,445351,15889
1.44E+12,757355,transaction,445351,487
1.44E+12,229291,transaction,445351,12594
1.44E+12,1061238,transaction,445351,1737
1.44E+12,27360,transaction,445351,2479
1.44E+12,757355,transaction,445351,8996
1.44E+12,792658,transaction,445351,4306
1.44E+12,67015,transaction,445351,11104
1.44E+12,401323,transaction,445351,17259
1.44E+12,1035750,transaction,445351,14622
1.44E+12,1151093,transaction,445351,12358
1.44E+12,225852,transaction,445351,15504
1.44E+12,178888,transaction,445351,13289
1.44E+12,530559,transaction,445351,13552
1.44E+12,541997,transaction,445351,13723
1.44E+12,191886,transaction,445351,17070
1.44E+12,890980,transaction,445351,10995
1.44E+12,962131,transaction,445351,5899
1.44E+12,250139,transaction,445351,2088
1.44E+12,582933,transaction,445351,12008
1.44E+12,1376763,transaction,445351,14396
1.44E+12,890980,transaction,445351,6095
1.44E+12,147248,transaction,445351,15397
1.44E+12,412781,transaction,445351,8566
1.44E+12,732102,transaction,445351,15840
1.44E+12,628240,transaction,445351,16684
1.44E+12,530559,transaction,445351,4041
1.44E+12,231047,transaction,445351,8271
1.44E+12,233297,transaction,445351,6693
1.44E+12,1297062,transaction,445351,759
1.44E+12,717862,transaction,445351,1973
1.44E+12,742698,transaction,445351,9836
1.44E+12,1144503,transaction,445351,8404
1.44E+12,797729,transaction,445351,2809
1.44E+12,89783,transaction,445351,17491
1.44E+12,1283301,transaction,445351,11429
1.44E+12,1392423,transaction,445351,16193
1.44E+12,1293358,transaction,445351,14284
1.44E+12,165843,transaction,445351,1703
1.43E+12,435104,transaction,48030,7011
1.43E+12,72302,transaction,48030,17616
1.43E+12,556822,transaction,48030,15025
1.43E+12,1143383,transaction,48030,156
1.43E+12,307943,transaction,48030,8514
1.43E+12,458095,transaction,48030,7764
1.43E+12,836635,transaction,48030,11257
1.43E+12,765630,transaction,48030,15035
1.44E+12,765630,transaction,48030,17036
1.44E+12,1113547,transaction,48030,10784
1.44E+12,13455,transaction,48030,15606
1.44E+12,1113547,transaction,48030,4913
1.44E+12,39272,transaction,48030,11263
1.44E+12,387388,transaction,48030,1021
1.44E+12,592555,transaction,48030,12434
1.44E+12,933910,transaction,48030,9553
1.44E+12,179210,transaction,48030,17059
1.44E+12,743308,transaction,48030,11289
1.44E+12,642505,transaction,48030,3537
1.44E+12,78755,transaction,48030,10238
1.44E+12,62694,transaction,48030,3835
1.44E+12,1297062,transaction,48030,17617
1.44E+12,306738,transaction,48030,16237
1.44E+12,171308,transaction,48030,3501
1.44E+12,109982,transaction,48030,11031
1.44E+12,371606,transaction,48030,3342
1.44E+12,150983,transaction,48030,3557
1.44E+12,1297062,transaction,48030,15634
1.44E+12,955154,transaction,48030,7620
1.44E+12,416882,transaction,48030,6278
1.44E+12,1001901,transaction,48030,9156
1.44E+12,449371,transaction,48030,276
1.44E+12,1272002,transaction,48030,9035
1.44E+12,131595,transaction,48030,9896
1.44E+12,1306236,transaction,48030,14746
1.44E+12,1111213,transaction,48030,4403
1.44E+12,447934,transaction,48030,12883
1.44E+12,1082043,transaction,48030,7239
1.44E+12,243939,transaction,48030,11668
1.44E+12,218648,transaction,48030,17446
1.44E+12,1293358,transaction,48030,17338
1.44E+12,240496,transaction,248455,12612
1.44E+12,137613,transaction,248455,6746
1.44E+12,1237629,transaction,248455,6109
1.44E+12,1302340,transaction,248455,3334
1.44E+12,156674,transaction,248455,7528
1.44E+12,530559,transaction,248455,13654
1.44E+12,316850,transaction,248455,8696
1.44E+12,1108631,transaction,248455,3388
1.44E+12,595640,transaction,248455,16574
1.44E+12,552498,transaction,248455,498
1.44E+12,1150086,transaction,248455,2230
1.44E+12,595640,transaction,248455,13628
1.44E+12,152963,transaction,248455,12322
1.44E+12,326049,transaction,248455,15312
1.44E+12,1206613,transaction,248455,2228
1.44E+12,326049,transaction,248455,15411
1.44E+12,247235,transaction,248455,11495
1.44E+12,247235,transaction,248455,1331
1.44E+12,376250,transaction,248455,3486
1.44E+12,534341,transaction,248455,3308
1.44E+12,31677,transaction,248455,13952
1.44E+12,595957,transaction,248455,4998
1.44E+12,152963,transaction,248455,9353
1.44E+12,595640,transaction,248455,15764
1.44E+12,645525,transaction,248455,9517
1.44E+12,888593,transaction,248455,12781
1.44E+12,122478,transaction,248455,12588
1.44E+12,1150086,transaction,248455,12300
1.44E+12,570583,transaction,248455,3104
1.44E+12,477826,transaction,248455,16154
1.44E+12,1380599,transaction,248455,10776
1.44E+12,608567,transaction,248455,14821
1.44E+12,1130689,transaction,248455,16091
1.44E+12,1307687,transaction,248455,15964
1.44E+12,1137032,transaction,248455,12209
1.44E+12,861299,transaction,248455,9466
1.44E+12,331807,transaction,248455,16405
1.44E+12,1150086,transaction,248455,16120
1.43E+12,974794,transaction,420960,10724
1.43E+12,503857,transaction,420960,15777
1.43E+12,138131,transaction,420960,11909
1.43E+12,118487,transaction,420960,10702
1.43E+12,301846,transaction,420960,9431
1.43E+12,841939,transaction,420960,10401
1.43E+12,969519,transaction,420960,3103
1.43E+12,76757,transaction,420960,5558
1.43E+12,892355,transaction,420960,16219
1.43E+12,791783,transaction,420960,7491
1.43E+12,401855,transaction,420960,13103
1.44E+12,127366,transaction,420960,12650
1.44E+12,684514,transaction,420960,8365
1.44E+12,277476,transaction,420960,4375
1.44E+12,1150086,transaction,420960,15619
1.44E+12,152963,transaction,420960,17234
1.44E+12,152963,transaction,420960,16822
1.44E+12,1005153,transaction,420960,2927
1.44E+12,295182,transaction,420960,13776
1.44E+12,1276617,transaction,420960,12867
1.44E+12,895999,transaction,420960,478
1.44E+12,569539,transaction,420960,1207
1.44E+12,135719,transaction,420960,10844
1.43E+12,185269,transaction,420960,3751
1.44E+12,702147,transaction,420960,14323
1.44E+12,818371,transaction,420960,14026
1.44E+12,1016281,transaction,420960,13879
1.44E+12,952246,transaction,420960,4294
1.44E+12,1081726,transaction,420960,2288
1.44E+12,1199413,transaction,420960,14760
1.44E+12,518417,transaction,420960,17257
1.44E+12,260032,transaction,420960,10674
1.44E+12,1165533,transaction,420960,10933
1.44E+12,563134,transaction,420960,11226
1.44E+12,75826,transaction,420960,12987
1.44E+12,552247,transaction,420960,4175
1.44E+12,358674,transaction,420960,13763
1.44E+12,1150086,transaction,420960,10869
1.43E+12,451106,transaction,17478,8899
1.43E+12,879685,transaction,17478,1712
1.43E+12,274152,transaction,17478,14843
1.43E+12,1140795,transaction,17478,10499
1.43E+12,1145243,transaction,17478,651
1.43E+12,1375192,transaction,17478,17430
1.43E+12,673841,transaction,17478,2167
1.44E+12,836635,transaction,17478,3971
1.44E+12,805254,transaction,17478,3268
1.43E+12,1056881,transaction,17478,10090
1.44E+12,548772,transaction,17478,11874
1.44E+12,836635,transaction,17478,12888
1.44E+12,610115,transaction,17478,5201
1.44E+12,577054,transaction,17478,5102
1.44E+12,964794,transaction,17478,7511
1.44E+12,152963,transaction,17478,6781
1.44E+12,152963,transaction,17478,3526
1.44E+12,432140,transaction,17478,3671
1.43E+12,1271388,transaction,17478,9544
1.43E+12,819001,transaction,17478,12793
1.43E+12,682501,transaction,17478,11766
1.43E+12,270362,transaction,17478,14316
1.43E+12,57905,transaction,17478,14198
1.43E+12,76757,transaction,17478,3461
1.43E+12,227091,transaction,17478,11121
1.43E+12,404403,transaction,17478,7076
1.43E+12,194416,transaction,17478,10247
1.44E+12,774788,transaction,17478,13651
1.44E+12,806308,transaction,17478,17574
1.44E+12,1040119,transaction,17478,15113
1.44E+12,744315,transaction,17478,3383
1.44E+12,355056,transaction,17478,11383
1.44E+12,1262190,transaction,17478,9178
1.44E+12,530559,transaction,17478,14915
1.44E+12,952246,transaction,17478,2596
1.44E+12,781972,transaction,17478,10847
1.44E+12,475479,transaction,17478,17350
1.43E+12,552165,transaction,409804,81
1.43E+12,769337,transaction,409804,15841
1.44E+12,445175,transaction,409804,7642
1.44E+12,1400958,transaction,409804,5058
1.44E+12,1287798,transaction,409804,12119
1.44E+12,1378697,transaction,409804,3331
1.44E+12,530559,transaction,409804,3448
1.44E+12,394366,transaction,409804,5268
1.44E+12,1163985,transaction,409804,9665
1.44E+12,603616,transaction,409804,6614
1.44E+12,80244,transaction,409804,8997
1.44E+12,436517,transaction,409804,17297
1.44E+12,509017,transaction,409804,10609
1.44E+12,281778,transaction,409804,15879
1.44E+12,1378697,transaction,409804,15538
1.43E+12,53842,transaction,409804,9360
1.43E+12,1185234,transaction,409804,8747
1.43E+12,1315102,transaction,409804,1239
1.43E+12,82819,transaction,409804,1655
1.43E+12,410594,transaction,409804,6129
1.43E+12,792741,transaction,409804,13329
1.43E+12,381345,transaction,409804,12192
1.43E+12,11248,transaction,409804,8823
1.43E+12,11248,transaction,409804,14015
1.44E+12,895547,transaction,409804,2057
1.44E+12,895547,transaction,409804,3127
1.44E+12,1403769,transaction,409804,14300
1.44E+12,1317218,transaction,409804,3592
1.44E+12,530559,transaction,409804,13123
1.44E+12,530559,transaction,409804,17582
1.44E+12,1150086,transaction,409804,8684
1.44E+12,663210,transaction,409804,11329
1.44E+12,775616,transaction,409804,2444
1.44E+12,146458,transaction,409804,14472
1.44E+12,1394717,transaction,409804,6734
1.44E+12,964794,transaction,320130,8440
1.44E+12,705542,transaction,320130,12274
1.44E+12,901880,transaction,320130,17154
1.44E+12,772262,transaction,320130,16849
1.44E+12,772262,transaction,320130,521
1.44E+12,1150086,transaction,320130,5746
1.44E+12,1134627,transaction,320130,14382
1.44E+12,155086,transaction,320130,12720
1.44E+12,173863,transaction,320130,12730
1.44E+12,322411,transaction,320130,10229
1.44E+12,191632,transaction,320130,801
1.44E+12,152963,transaction,320130,10648
1.44E+12,88361,transaction,320130,11726
1.44E+12,1098959,transaction,320130,3808
1.44E+12,1009766,transaction,320130,5562
1.44E+12,1172037,transaction,320130,15941
1.44E+12,1001317,transaction,320130,13416
1.44E+12,152963,transaction,320130,15114
1.44E+12,614077,transaction,320130,11011
1.44E+12,152963,transaction,320130,4510
1.44E+12,642124,transaction,320130,9746
1.44E+12,152963,transaction,320130,13922
1.43E+12,53842,transaction,320130,3065
1.43E+12,53842,transaction,320130,6352
1.43E+12,434900,transaction,320130,635
1.43E+12,637672,transaction,320130,1416
1.43E+12,379932,transaction,320130,14782
1.43E+12,617101,transaction,320130,9993
1.43E+12,1322770,transaction,320130,920
1.43E+12,53842,transaction,320130,14815
1.44E+12,962131,transaction,320130,7064
1.44E+12,1209226,transaction,320130,12467
1.44E+12,840783,transaction,320130,2530
1.43E+12,1376241,transaction,416017,2056
1.43E+12,1065255,transaction,416017,5493
1.43E+12,491895,transaction,416017,1825
1.43E+12,1057465,transaction,416017,14285
1.43E+12,1155466,transaction,416017,11991
1.43E+12,595159,transaction,416017,11066
1.43E+12,684514,transaction,416017,15744
1.44E+12,952246,transaction,416017,12868
1.44E+12,836635,transaction,416017,6078
